Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
,anno1.g2701.t1,GO:0007455,5,P,IMP,eye-antennal disc morphogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007472,5,P,IMP,wing disc morphogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007474,4,P,IMP,imaginal disc-derived wing vein specification,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007476,5,P,IMP,imaginal disc-derived wing morphogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007476,5,P,IMP,imaginal disc-derived wing morphogenesis,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0007477,3,P,IMP,notum development,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007479,6,P,IMP,leg disc proximal/distal pattern formation,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007482,5,P,IMP,haltere development,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0007494,5,P,TAS,midgut development,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0007498,4,P,IEP,mesoderm development,0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,0,0,,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0007507,4,P,IMP,heart development,0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,0,0,,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0007508,5,P,IMP,larval heart development,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0007517,4,P,IMP,muscle organ development,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0007519,6,P,IEP,skeletal muscle tissue development,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0007565,3,P,IEP,female pregnancy,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0007608,6,P,IMP,sensory perception of smell,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0008071,6,P,IMP,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, soma encoded",0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,1,1,GO:0007163,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0008237,4,F,IDA,metallopeptidase activity,0.052,Prost-T5,Q7ZYZ9_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"adam8a {ECO:0000313|EMBL:AAI65674.1, ECO:0000313|Ensembl:ENSDARP00000001187, ECO:0000313|RefSeq:NP_956931.1, ECO:0000313|ZFIN:ZDB-GENE-030616-622}",0.948,1,0,0,,17.8535,32.4045,-9,26.1094,969,842,843
,anno1.g2701.t1,GO:0008284,5,P,IMP,positive regulation of cell population proliferation,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0008305,5,C,IDA,integrin complex,0.0284,Ankh3-Large,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9716,2,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0008305,5,C,IDA,integrin complex,0.0076,ESM,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9924,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0008305,5,C,IDA,integrin complex,0.0198,ESM3c,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9802,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0008305,5,C,IDA,integrin complex,0.1241,Prot-T5,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.8759,3,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0008340,2,P,IMP,determination of adult lifespan,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0008340,2,P,IMP,determination of adult lifespan,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0008355,8,P,IMP,olfactory learning,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0008360,6,P,IMP,regulation of cell shape,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0008406,4,P,IMP,gonad development,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0008586,4,P,IMP,imaginal disc-derived wing vein morphogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0009408,4,P,IMP,response to heat,0.013,ESM,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.987,2,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0009408,4,P,IMP,response to heat,0.0218,ESM3c,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.9782,4,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0009410,3,P,IEP,response to xenobiotic stimulus,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0009792,5,P,IMP,embryo development ending in birth or egg hatching,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0009880,3,P,IGI,embryonic pattern specification,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0009925,4,C,IDA,basal plasma membrane,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,1,1,GO:0016020,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0009925,4,C,IDA,basal plasma membrane,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,2,1,GO:0016020,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0009986,2,C,IDA,cell surface,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0009986,2,C,IDA,cell surface,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0010001,4,P,IGI,glial cell differentiation,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0010628,8,P,IMP,positive regulation of gene expression,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0010629,8,P,IMP,negative regulation of gene expression,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0014850,3,P,IEP,response to muscle activity,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0016020,2,C,IDA,membrane,0.0198,ESM3c,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9802,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0016203,2,P,IMP,muscle attachment,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0016318,3,P,IMP,ommatidial rotation,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0016323,4,C,IDA,basolateral plasma membrane,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,1,1,GO:0016020,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0016324,4,C,IDA,apical plasma membrane,0.0303,Ankh3-Large,Q80XT9_MOUSE,Mus musculus (Mouse).,"Fat1 {ECO:0000313|EMBL:AAH41794.1, ECO:0000313|MGI:MGI:109168}",0.9697,2,1,1,GO:0016020,16.7468,27.484,-182,35.6571,1248,842,1209
,anno1.g2701.t1,GO:0016324,4,C,IDA,apical plasma membrane,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,1,1,GO:0016020,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0016328,2,C,IDA,lateral plasma membrane,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0016328,2,C,IDA,lateral plasma membrane,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0016330,4,P,IMP,second mitotic wave involved in compound eye morphogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0016333,5,P,IMP,morphogenesis of follicular epithelium,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,1,1,GO:0002009,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0016339,5,P,TAS,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0021551,3,P,IMP,central nervous system morphogenesis,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0022008,4,P,IGI,neurogenesis,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0022414,1,P,IMP,reproductive process,0.013,ESM,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.987,2,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0022414,1,P,IMP,reproductive process,0.0218,ESM3c,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.9782,4,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0030018,2,C,IDA,Z disc,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0030018,2,C,IDA,Z disc,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0030027,4,C,IDA,lamellipodium,0.0303,Ankh3-Large,Q80XT9_MOUSE,Mus musculus (Mouse).,"Fat1 {ECO:0000313|EMBL:AAH41794.1, ECO:0000313|MGI:MGI:109168}",0.9697,1,0,0,,16.7468,27.484,-182,35.6571,1248,842,1209
,anno1.g2701.t1,GO:0030031,5,P,IMP,cell projection assembly,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0030141,8,C,IDA,secretory granule,0.0302,Ankh3-Large,ITB2L_MOUSE,Mus musculus (Mouse).,Itgb2l {ECO:0000312|MGI:MGI:1277979},0.9698,1,0,0,,21.4286,33.3333,388,36.4389,966,842,738
,anno1.g2701.t1,GO:0030175,5,C,IDA,filopodium,0.0303,Ankh3-Large,Q80XT9_MOUSE,Mus musculus (Mouse).,"Fat1 {ECO:0000313|EMBL:AAH41794.1, ECO:0000313|MGI:MGI:109168}",0.9697,1,0,0,,16.7468,27.484,-182,35.6571,1248,842,1209
,anno1.g2701.t1,GO:0030336,6,P,IMP,negative regulation of cell migration,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0030381,4,P,IGI,chorion-containing eggshell pattern formation,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0030425,5,C,IDA,dendrite,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,1,1,GO:0043005,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0030718,4,P,IGI,germ-line stem cell population maintenance,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0030718,4,P,IMP,germ-line stem cell population maintenance,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0031103,8,P,IMP,axon regeneration,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,1,1,GO:0048678,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0031252,2,C,IDA,cell leading edge,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0031430,2,C,IDA,M band,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0031430,2,C,IDA,M band,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0031625,5,F,IPI,ubiquitin protein ligase binding,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0032570,5,P,IEP,response to progesterone,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0033280,5,P,IEP,response to vitamin D,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0033555,3,P,IEP,multicellular organismal response to stress,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0033627,3,P,IDA,cell adhesion mediated by integrin,0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,0,0,,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0033627,3,P,IDA,cell adhesion mediated by integrin,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0034446,4,P,IDA,substrate adhesion-dependent cell spreading,0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,0,0,,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0034446,4,P,IDA,substrate adhesion-dependent cell spreading,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,1,1,GO:0031589,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0035001,4,P,IMP,"dorsal trunk growth, open tracheal system",0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,0,0,,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0035001,4,P,IMP,"dorsal trunk growth, open tracheal system",0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0035011,9,P,IMP,melanotic encapsulation of foreign target,0.0284,Ankh3-Large,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9716,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0035011,9,P,IMP,melanotic encapsulation of foreign target,0.0076,ESM,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9924,2,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0035011,9,P,IMP,melanotic encapsulation of foreign target,0.0198,ESM3c,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.9802,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0035011,9,P,IMP,melanotic encapsulation of foreign target,0.1241,Prot-T5,ITBN_DROME,Drosophila melanogaster (Fruit fly).,Itgbn {ECO:0000312|FlyBase:FBgn0010395},0.8759,1,0,0,,21.0578,33.0069,486,39.2752,1021,842,799
,anno1.g2701.t1,GO:0035099,4,P,IGI,hemocyte migration,0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0035149,4,P,IGI,"lumen formation, open tracheal system",0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035159,6,P,IMP,"regulation of tube length, open tracheal system",0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035160,6,P,IMP,"maintenance of epithelial integrity, open tracheal system",0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035160,6,P,IMP,"maintenance of epithelial integrity, open tracheal system",0.2113,Prot-T5,ITBX_DROME,Drosophila melanogaster (Fruit fly).,mys,0.7887,1,0,0,,22.8436,35.7346,738,40.0,1055,842,846
,anno1.g2701.t1,GO:0035225,5,P,IMP,determination of genital disc primordium,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035277,3,P,IMP,"spiracle morphogenesis, open tracheal system",0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035309,4,P,IMP,wing and notum subfield formation,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0035310,5,P,IMP,notum cell fate specification,0.0315,Ankh3-Large,EGFR_DROME,Drosophila melanogaster (Fruit fly).,Egfr,0.9685,1,0,0,,16.5981,27.0919,-271,44.4444,1458,842,1426
,anno1.g2701.t1,GO:0036062,5,C,IDA,presynaptic periactive zone,0.0118,ESM,LAMA_DROME,Drosophila melanogaster (Fruit fly).,LanA,0.9882,1,1,1,GO:0016020,9.0468,12.3586,-2125,77.3829,3714,842,3712
,anno1.g2701.t1,GO:0038135,10,P,IDA,ERBB2-ERBB4 signaling pathway,0.0525,Prost-T5,ERBB2_RAT,Rattus norvegicus (Rat).,Erbb2,0.9475,1,0,0,,15.6083,26.8554,-274,39.4032,1307,842,1257
,anno1.g2701.t1,GO:0040017,4,P,IMP,positive regulation of locomotion,0.013,ESM,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.987,2,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0040017,4,P,IMP,positive regulation of locomotion,0.0218,ESM3c,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.9782,4,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0040017,4,P,IMP,positive regulation of locomotion,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0040028,4,P,IGI,regulation of vulval development,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0040028,4,P,IGI,regulation of vulval development,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0042059,8,P,IMP,negative regulation of epidermal growth factor receptor signaling pathway,0.0297,Ankh3-Large,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.9703,1,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0042059,8,P,IMP,negative regulation of epidermal growth factor receptor signaling pathway,0.1941,Prot-T5,PAT3_CAEEL,Caenorhabditis elegans.,pat-3 {ECO:0000312|WormBase:ZK1058.2},0.8059,2,0,0,,24.878,36.7805,807,38.9268,1025,842,809
,anno1.g2701.t1,GO:0042127,4,P,IMP,regulation of cell population proliferation,0.013,ESM,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.987,2,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
,anno1.g2701.t1,GO:0042127,4,P,IMP,regulation of cell population proliferation,0.0218,ESM3c,G5EEV6_CAEEL,Caenorhabditis elegans.,"epi-1 {ECO:0000313|EMBL:CAB61016.1, ECO:0000313|WormBase:K08C7.3a}",0.9782,4,0,0,,8.5853,12.77,-2133,77.2678,3704,842,3704
