Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
g_14073,anno1.g14568.t1,GO:0003887,6.0,F,IDA,DNA-directed DNA polymerase activity,0.1718,Prot-T5,DPOL_ADE02,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.8282,2,0,0,,16.4082,28.7347,-262,35.7551,1225,814,1198
g_14073,anno1.g14568.t1,GO:0004527,4.0,F,IDA,exonuclease activity,0.0927,Prost-T5,DPOL_EBVB9,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4).,,0.9073,1,0,0,,17.9775,30.8989,-202,28.7453,1068,814,1015
g_14073,anno1.g14568.t1,GO:0004843,6.0,F,IDA,cysteine-type deubiquitinase activity,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,1,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0005634,5.0,C,IDA,nucleus,0.038,Ankh3-Large,Q57UW4_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb08.4A8.580 {ECO:0000313|EMBL:AAZ13252.1},0.962,1,0,0,,15.0705,27.7654,-344,40.0891,1347,814,1340
g_14073,anno1.g14568.t1,GO:0005634,5.0,C,IDA,nucleus,0.017,ESM,Q57UW4_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb08.4A8.580 {ECO:0000313|EMBL:AAZ13252.1},0.983,1,0,0,,15.0705,27.7654,-344,40.0891,1347,814,1340
g_14073,anno1.g14568.t1,GO:0005634,5.0,C,IDA,nucleus,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,4,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0005657,2.0,C,IDA,replication fork,0.0179,ESM,DPOLA_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,POL1,0.9821,1,0,0,,14.3424,25.1157,-440,49.1738,1513,814,1468
g_14073,anno1.g14568.t1,GO:0005658,8.0,C,IDA,alpha DNA polymerase,0.0179,ESM,DPOLA_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,POL1,0.9821,1,0,0,,14.3424,25.1157,-440,49.1738,1513,814,1468
g_14073,anno1.g14568.t1,GO:0005736,8.0,C,TAS,RNA polymerase I complex,0.038,Ankh3-Large,Q57UW4_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb08.4A8.580 {ECO:0000313|EMBL:AAZ13252.1},0.962,1,0,0,,15.0705,27.7654,-344,40.0891,1347,814,1340
g_14073,anno1.g14568.t1,GO:0005736,8.0,C,TAS,RNA polymerase I complex,0.017,ESM,Q57UW4_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb08.4A8.580 {ECO:0000313|EMBL:AAZ13252.1},0.983,1,0,0,,15.0705,27.7654,-344,40.0891,1347,814,1340
g_14073,anno1.g14568.t1,GO:0005737,2.0,C,IDA,cytoplasm,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,4,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0006261,8.0,P,IDA,DNA-templated DNA replication,0.0383,Ankh3-Large,DPOL_ADE05,Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.9617,1,0,0,,15.3219,28.0359,-262,36.0228,1227,814,1198
g_14073,anno1.g14568.t1,GO:0006261,8.0,P,IDA,DNA-templated DNA replication,0.1715,Prot-T5,DPOL_ADE05,Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.8285,1,0,0,,15.3219,28.0359,-262,36.0228,1227,814,1198
g_14073,anno1.g14568.t1,GO:0006278,8.0,P,IDA,RNA-templated DNA biosynthetic process,0.0179,ESM,DPOLA_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,POL1,0.9821,1,0,0,,14.3424,25.1157,-440,49.1738,1513,814,1468
g_14073,anno1.g14568.t1,GO:0006279,11.0,P,IMP,premeiotic DNA replication,0.0179,ESM,DPOLA_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,POL1,0.9821,1,1,1,GO:0006260,14.3424,25.1157,-440,49.1738,1513,814,1468
g_14073,anno1.g14568.t1,GO:0006302,8.0,P,IMP,double-strand break repair,0.0179,ESM,DPOLA_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,POL1,0.9821,1,0,0,,14.3424,25.1157,-440,49.1738,1513,814,1468
g_14073,anno1.g14568.t1,GO:0006511,8.0,P,IMP,ubiquitin-dependent protein catabolic process,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,1,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0008408,5.0,F,IDA,3'-5' exonuclease activity,0.0355,Ankh3-Large,DPOL_VACCW,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR)).,OPG071,0.9645,3,0,0,,17.42,33.2392,-126,28.6252,1062,814,1006
g_14073,anno1.g14568.t1,GO:0008408,5.0,F,IDA,3'-5' exonuclease activity,0.0152,ESM,DPOL_VACCW,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR)).,OPG071,0.9848,2,0,0,,17.42,33.2392,-126,28.6252,1062,814,1006
g_14073,anno1.g14568.t1,GO:0008408,5.0,F,IDA,3'-5' exonuclease activity,0.1715,Prot-T5,DPOL_ADE05,Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.8285,1,0,0,,15.3219,28.0359,-262,36.0228,1227,814,1198
g_14073,anno1.g14568.t1,GO:0008595,5.0,P,IMP,"anterior/posterior axis specification, embryo",0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,1,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0031581,7.0,P,IGI,hemidesmosome assembly,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,4,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0039686,9.0,P,IDA,bidirectional double-stranded viral DNA replication,0.0927,Prost-T5,DPOL_EBVB9,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4).,,0.9073,2,2,2,"GO:0019079, GO:0039693",17.9775,30.8989,-202,28.7453,1068,814,1015
g_14073,anno1.g14568.t1,GO:0039686,9.0,P,IDA,bidirectional double-stranded viral DNA replication,0.2605,Prot-T5,DPOL_HHV8P,Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus).,ORF9,0.7395,1,2,1,GO:0039693,16.621,31.3242,-195,33.242,1095,814,1012
g_14073,anno1.g14568.t1,GO:0039687,9.0,P,IDA,viral DNA strand displacement replication,0.1718,Prot-T5,DPOL_ADE02,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.8282,1,2,1,GO:0039693,16.4082,28.7347,-262,35.7551,1225,814,1198
g_14073,anno1.g14568.t1,GO:0039693,8.0,P,IDA,viral DNA genome replication,0.0355,Ankh3-Large,DPOL_VACCW,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR)).,OPG071,0.9645,2,0,0,,17.42,33.2392,-126,28.6252,1062,814,1006
g_14073,anno1.g14568.t1,GO:0039693,8.0,P,IDA,viral DNA genome replication,0.0152,ESM,DPOL_VACCW,Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR)).,OPG071,0.9848,1,0,0,,17.42,33.2392,-126,28.6252,1062,814,1006
g_14073,anno1.g14568.t1,GO:0039695,3.0,P,IDA,DNA-templated viral transcription,0.0197,ESM3c,RPB2_ASFB7,African swine fever virus (strain Badajoz 1971 Vero-adapted) (Ba71V) (ASFV).,,0.9803,1,0,0,,15.0973,27.3152,-292,40.0,1285,814,1242
g_14073,anno1.g14568.t1,GO:0042025,8.0,C,IDA,host cell nucleus,0.0383,Ankh3-Large,DPOL_ADE05,Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.9617,1,0,0,,15.3219,28.0359,-262,36.0228,1227,814,1198
g_14073,anno1.g14568.t1,GO:0042025,8.0,C,IDA,host cell nucleus,0.0927,Prost-T5,DPOL_EBVB9,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4).,,0.9073,1,0,0,,17.9775,30.8989,-202,28.7453,1068,814,1015
g_14073,anno1.g14568.t1,GO:0042025,8.0,C,IDA,host cell nucleus,0.1715,Prot-T5,DPOL_ADE05,Human adenovirus C serotype 5 (HAdV-5) (Human adenovirus 5).,POL {ECO:0000255|HAMAP-Rule:MF_04055},0.8285,1,0,0,,15.3219,28.0359,-262,36.0228,1227,814,1198
g_14073,anno1.g14568.t1,GO:0051661,5.0,P,IMP,maintenance of centrosome location,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,1,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14073,anno1.g14568.t1,GO:0061629,5.0,F,IPI,RNA polymerase II-specific DNA-binding transcription factor binding,0.0206,ESM3c,UBP7_CAEEL,Caenorhabditis elegans.,math-33 {ECO:0000312|WormBase:H19N07.2c},0.9794,1,0,0,,17.2619,30.102,-216,34.2687,1176,814,1135
g_14813,anno1.g15335.t2,GO:0000131,3.0,C,IDA,incipient cellular bud site,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0000164,5.0,C,IPI,protein phosphatase type 1 complex,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0000278,3.0,P,IMP,mitotic cell cycle,0.0141,Prost-T5,MA205_DROME,Drosophila melanogaster (Fruit fly).,Map205,0.9859,1,0,0,,16.7267,32.8046,-72,19.3944,1387,1320,1185
g_14813,anno1.g15335.t2,GO:0000281,5.0,P,IMP,mitotic cytokinesis,0.0135,Prost-T5,YKQ7_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9865,1,0,0,,16.474,29.3353,-120,29.6243,1384,1320,1038
g_14813,anno1.g15335.t2,GO:0000917,6.0,P,IMP,division septum assembly,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0001701,7.0,P,IMP,in utero embryonic development,0.0054,ESM,Q52KP9_MOUSE,Mus musculus (Mouse).,"Kidins220 {ECO:0000313|EMBL:AAH94243.1, ECO:0000313|MGI:MGI:1924730}",0.9946,1,0,0,,15.4367,25.4518,-341,49.4729,1328,1320,679
g_14813,anno1.g15335.t2,GO:0005085,5.0,F,IPI,guanyl-nucleotide exchange factor activity,0.0118,ESM3c,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.9882,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0005085,5.0,F,IPI,guanyl-nucleotide exchange factor activity,0.128,Prot-T5,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.872,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0005546,7.0,F,IDA,"phosphatidylinositol-4,5-bisphosphate binding",0.0135,Prost-T5,YKQ7_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9865,1,0,0,,16.474,29.3353,-120,29.6243,1384,1320,1038
g_14813,anno1.g15335.t2,GO:0005634,5.0,C,IDA,nucleus,0.012,Prost-T5,F1M078_RAT,Rattus norvegicus (Rat).,"Zfp804a {ECO:0000313|Ensembl:ENSRNOP00000049549.6, ECO:0000313|RGD:1305239}",0.988,1,0,0,,17.5316,32.5386,-137,23.4222,1426,1320,1198
g_14813,anno1.g15335.t2,GO:0005654,2.0,C,IDA,nucleoplasm,0.0138,Prost-T5,E9PHV5_HUMAN,Homo sapiens (Human).,ITPRID2 {ECO:0000313|Ensembl:ENSP00000387319.1},0.9862,1,0,0,,17.8547,32.5952,-72,23.045,1445,1320,1237
g_14813,anno1.g15335.t2,GO:0005737,2.0,C,IDA,cytoplasm,0.014,Prost-T5,Q57U60_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb08.6H23.100 {ECO:0000313|EMBL:AAZ13544.1},0.986,1,0,0,,17.5265,31.3781,-134,23.8869,1415,1320,1172
g_14813,anno1.g15335.t2,GO:0005783,5.0,C,IDA,endoplasmic reticulum,0.0048,ESM,Q9W1X3_DROME,Drosophila melanogaster (Fruit fly).,"ReepA {ECO:0000313|EMBL:AAF46929.2, ECO:0000313|FlyBase:FBgn0261564}",0.9952,1,0,0,,10.9765,16.654,-627,69.19,1321,1320,408
g_14813,anno1.g15335.t2,GO:0005819,5.0,C,IDA,spindle,0.0141,Prost-T5,MA205_DROME,Drosophila melanogaster (Fruit fly).,Map205,0.9859,1,0,0,,16.7267,32.8046,-72,19.3944,1387,1320,1185
g_14813,anno1.g15335.t2,GO:0005829,2.0,C,IDA,cytosol,0.0138,Prost-T5,E9PHV5_HUMAN,Homo sapiens (Human).,ITPRID2 {ECO:0000313|Ensembl:ENSP00000387319.1},0.9862,1,0,0,,17.8547,32.5952,-72,23.045,1445,1320,1237
g_14813,anno1.g15335.t2,GO:0005875,2.0,C,IDA,microtubule associated complex,0.0141,Prost-T5,MA205_DROME,Drosophila melanogaster (Fruit fly).,Map205,0.9859,1,0,0,,16.7267,32.8046,-72,19.3944,1387,1320,1185
g_14813,anno1.g15335.t2,GO:0005886,3.0,C,IDA,plasma membrane,0.0138,Prost-T5,E9PHV5_HUMAN,Homo sapiens (Human).,ITPRID2 {ECO:0000313|Ensembl:ENSP00000387319.1},0.9862,1,0,0,,17.8547,32.5952,-72,23.045,1445,1320,1237
g_14813,anno1.g15335.t2,GO:0005935,3.0,C,IDA,cellular bud neck,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0005938,3.0,C,IDA,cell cortex,0.0043,ESM,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9957,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0005938,3.0,C,IDA,cell cortex,0.0109,ESM3c,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9891,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0005940,7.0,C,IDA,septin ring,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0006031,7.0,P,IDA,chitin biosynthetic process,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0007030,5.0,P,IMP,Golgi organization,0.0112,ESM3c,Q9XZS6_DROME,Drosophila melanogaster (Fruit fly).,RhoGAP1A {ECO:0000313|FlyBase:FBgn0025836},0.9888,1,0,0,,15.0716,25.3956,-305,47.4755,1327,1320,704
g_14813,anno1.g15335.t2,GO:0007030,5.0,P,IMP,Golgi organization,0.1428,Prot-T5,Q9XZS6_DROME,Drosophila melanogaster (Fruit fly).,RhoGAP1A {ECO:0000313|FlyBase:FBgn0025836},0.8572,1,0,0,,15.0716,25.3956,-305,47.4755,1327,1320,704
g_14813,anno1.g15335.t2,GO:0007098,5.0,P,IMP,centrosome cycle,0.0141,Prost-T5,MA205_DROME,Drosophila melanogaster (Fruit fly).,Map205,0.9859,1,0,0,,16.7267,32.8046,-72,19.3944,1387,1320,1185
g_14813,anno1.g15335.t2,GO:0007474,4.0,P,IMP,imaginal disc-derived wing vein specification,0.0118,ESM3c,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.9882,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0007474,4.0,P,IMP,imaginal disc-derived wing vein specification,0.128,Prot-T5,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.872,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0007480,5.0,P,IMP,imaginal disc-derived leg morphogenesis,0.0118,ESM3c,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.9882,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0007480,5.0,P,IMP,imaginal disc-derived leg morphogenesis,0.128,Prot-T5,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.872,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0007614,7.0,P,IGI,short-term memory,0.1518,Prot-T5,Q18820_CAEEL,Caenorhabditis elegans.,"ist-1 {ECO:0000313|EMBL:CCD66850.1, ECO:0000313|WormBase:C54D1.3c}",0.8482,1,0,0,,16.6052,30.1845,-129,28.5609,1355,1320,1003
g_14813,anno1.g15335.t2,GO:0008093,3.0,F,IDA,cytoskeletal anchor activity,0.0135,Prost-T5,YKQ7_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9865,1,0,0,,16.474,29.3353,-120,29.6243,1384,1320,1038
g_14813,anno1.g15335.t2,GO:0008286,8.0,P,IGI,insulin receptor signaling pathway,0.1518,Prot-T5,Q18820_CAEEL,Caenorhabditis elegans.,"ist-1 {ECO:0000313|EMBL:CCD66850.1, ECO:0000313|WormBase:C54D1.3c}",0.8482,1,0,0,,16.6052,30.1845,-129,28.5609,1355,1320,1003
g_14813,anno1.g15335.t2,GO:0008340,2.0,P,IMP,determination of adult lifespan,0.1534,Prot-T5,A1Z951_DROME,Drosophila melanogaster (Fruit fly).,CG12488 {ECO:0000313|EMBL:AAF58464.2},0.8466,1,0,0,,13.5338,23.1579,-376,52.7068,1330,1320,639
g_14813,anno1.g15335.t2,GO:0009913,5.0,P,IMP,epidermal cell differentiation,0.0043,ESM,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9957,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0009913,5.0,P,IMP,epidermal cell differentiation,0.0109,ESM3c,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9891,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0030036,6.0,P,IMP,actin cytoskeleton organization,0.1347,Prot-T5,Q6NQZ5_DROME,Drosophila melanogaster (Fruit fly).,"sced {ECO:0000313|EMBL:AAF57367.2, ECO:0000313|FlyBase:FBgn0013732}",0.8653,1,0,0,,16.1338,28.1041,-215,40.7435,1345,1320,822
g_14813,anno1.g15335.t2,GO:0030424,5.0,C,IDA,axon,0.012,Prost-T5,F1M078_RAT,Rattus norvegicus (Rat).,"Zfp804a {ECO:0000313|Ensembl:ENSRNOP00000049549.6, ECO:0000313|RGD:1305239}",0.988,1,0,0,,17.5316,32.5386,-137,23.4222,1426,1320,1198
g_14813,anno1.g15335.t2,GO:0030496,2.0,C,IDA,midbody,0.0141,Prost-T5,MA205_DROME,Drosophila melanogaster (Fruit fly).,Map205,0.9859,1,0,0,,16.7267,32.8046,-72,19.3944,1387,1320,1185
g_14813,anno1.g15335.t2,GO:0030589,3.0,P,IMP,pseudocleavage involved in syncytial blastoderm formation,0.1347,Prot-T5,Q6NQZ5_DROME,Drosophila melanogaster (Fruit fly).,"sced {ECO:0000313|EMBL:AAF57367.2, ECO:0000313|FlyBase:FBgn0013732}",0.8653,1,0,0,,16.1338,28.1041,-215,40.7435,1345,1320,822
g_14813,anno1.g15335.t2,GO:0031267,5.0,F,IDA,small GTPase binding,0.0118,ESM3c,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.9882,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0031267,5.0,F,IDA,small GTPase binding,0.128,Prot-T5,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.872,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0031965,4.0,C,IDA,nuclear membrane,0.019,Ankh3-Large,Q6ZQD9_MOUSE,Mus musculus (Mouse).,Akap6 {ECO:0000313|MGI:MGI:3050566},0.981,1,0,0,,17.2414,28.5607,-210,39.2804,1334,1320,824
g_14813,anno1.g15335.t2,GO:0032153,2.0,C,IDA,cell division site,0.0135,Prost-T5,YKQ7_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9865,1,0,0,,16.474,29.3353,-120,29.6243,1384,1320,1038
g_14813,anno1.g15335.t2,GO:0032174,8.0,C,IDA,cellular bud neck septin collar,0.0196,Ankh3-Large,BNI4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,BNI4,0.9804,1,0,0,,16.5063,30.3479,-170,36.2694,1351,1320,892
g_14813,anno1.g15335.t2,GO:0032465,6.0,P,IMP,regulation of cytokinesis,0.0184,Ankh3-Large,FIR1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,FIR1,0.9816,1,0,0,,16.9118,29.0441,-149,38.5294,1360,1320,876
g_14813,anno1.g15335.t2,GO:0032489,9.0,P,IPI,regulation of Cdc42 protein signal transduction,0.0118,ESM3c,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.9882,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0032489,9.0,P,IPI,regulation of Cdc42 protein signal transduction,0.128,Prot-T5,Q961L9_DROME,Drosophila melanogaster (Fruit fly).,GEFmeso {ECO:0000313|FlyBase:FBgn0050115},0.872,1,0,0,,15.3383,26.1654,-266,45.7895,1330,1320,731
g_14813,anno1.g15335.t2,GO:0034976,4.0,P,IMP,response to endoplasmic reticulum stress,0.0048,ESM,Q9W1X3_DROME,Drosophila melanogaster (Fruit fly).,"ReepA {ECO:0000313|EMBL:AAF46929.2, ECO:0000313|FlyBase:FBgn0261564}",0.9952,1,0,0,,10.9765,16.654,-627,69.19,1321,1320,408
g_14813,anno1.g15335.t2,GO:0035017,4.0,P,IMP,cuticle pattern formation,0.0043,ESM,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9957,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0035017,4.0,P,IMP,cuticle pattern formation,0.0109,ESM3c,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9891,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0035317,7.0,P,IMP,imaginal disc-derived wing hair organization,0.0043,ESM,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9957,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0035317,7.0,P,IMP,imaginal disc-derived wing hair organization,0.0109,ESM3c,B7YZF2_DROME,Drosophila melanogaster (Fruit fly).,"sha {ECO:0000313|EMBL:ACL83099.1, ECO:0000313|FlyBase:FBgn0003382}",0.9891,3,0,0,,17.8593,32.2295,-177,25.3696,1691,1320,1633
g_14813,anno1.g15335.t2,GO:0040024,6.0,P,IGI,dauer larval development,0.1518,Prot-T5,Q18820_CAEEL,Caenorhabditis elegans.,"ist-1 {ECO:0000313|EMBL:CCD66850.1, ECO:0000313|WormBase:C54D1.3c}",0.8482,1,0,0,,16.6052,30.1845,-129,28.5609,1355,1320,1003
g_14813,anno1.g15335.t2,GO:0043025,3.0,C,IDA,neuronal cell body,0.012,Prost-T5,F1M078_RAT,Rattus norvegicus (Rat).,"Zfp804a {ECO:0000313|Ensembl:ENSRNOP00000049549.6, ECO:0000313|RGD:1305239}",0.988,1,0,0,,17.5316,32.5386,-137,23.4222,1426,1320,1198
g_14813,anno1.g15335.t2,GO:0043197,6.0,C,IDA,dendritic spine,0.012,Prost-T5,F1M078_RAT,Rattus norvegicus (Rat).,"Zfp804a {ECO:0000313|Ensembl:ENSRNOP00000049549.6, ECO:0000313|RGD:1305239}",0.988,1,1,1,GO:0098794,17.5316,32.5386,-137,23.4222,1426,1320,1198
g_14813,anno1.g15335.t2,GO:0043198,2.0,C,IDA,dendritic shaft,0.012,Prost-T5,F1M078_RAT,Rattus norvegicus (Rat).,"Zfp804a {ECO:0000313|Ensembl:ENSRNOP00000049549.6, ECO:0000313|RGD:1305239}",0.988,1,0,0,,17.5316,32.5386,-137,23.4222,1426,1320,1198
